customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,payment_method,support_tickets,account_balance,internet_service,online_security,satisfaction_score,days_since_last_login,num_products,referral_source,churn,churn_label
CUST_00826,63.0,FEMALE,1.0,82.77530975889488, ,One year,Bank Transfer,2,-42.886340069726764,No,No,5.0,13.0,1,Google,1,Yes
CUST_00101,33.0,Male,0.0,414.63414190200245,0.0,One year,Electronic Check,2,105.74892793021782,Fiber optic,NO,4.6,5.0,1,Instagram,1,Yes
CUST_00749,18.0,Female,29.0,118.85405664316966,3403.7857867738853,Month-to-month,Bank Transfer,1,2.424024262547708,Fiber optic,Yes,4.4,8.0,4,TV Ad,0,No
CUST_00551,37.0,Male,6.0,48.634784074718695,306.36829438122595,monthly,Mailed Check,1,-89.55045203086053,Fiber optic,yes,2.7,18.0,3,Facebook,0,No
CUST_00306,59.0,Male,33.0,52.90501215283724,1810.2587609172797,Month-to-month,Electronic Check,0,142.03798480283504,Fiber optic,No,2.6,14.0,3,Google,0,No
CUST_00986,119.71243729707592,Female,46.0,278.53351542155156,5749.726596099119,One year,Bank Transfer,0,163.11150974555832,DSL,No,3.7,0.0,4,Facebook,0,No
CUST_00321,,Female,7.0,90.0596441427372,614.0127681162558,Two year,Bank Transfer,3,-53.79748780811126,No,Yes,4.8,24.0,1,Friend,1,Yes
CUST_00799,40.0,Female,26.0,28.42036172803006,767.0983346839832,monthly,Bank Transfer,4,-150.7208565856235,No,No,2.3,8.0,2,nan,1,Yes
CUST_00730,42.0,Female,69.0,69.92788477243438,5061.239510145856,Month-to-month,,0,-138.85102489172417,No,True,2.7,6.0,4,Google,1,Yes
CUST_00677,66.0,Female,31.0,91.63406087636744,2767.378325849944,Month-to-month,Mailed Check,3,92.08158658799955,DSL,Yes,5.0,39.0,1,Email,0,No
CUST_00653,-28.804884463409913,Male,,14.262956458051384,955.0737177939342,Month-to-month,Credit Card,2,20.335375840499776,DSL,Yes,,33.0,2,TV Ad,0,No
CUST_00076,41.0,Female,28.0,287.69330558918546,2280.3936127064994,Month-to-month,Credit Card,3,-51.29346017785028,Fiber optic,NO,4.0,1.0,2,Friend,0,No
CUST_00192,43.0,Male,21.0,56.316375175774354,1132.5710808226768,Month-to-month,Credit Card,3,-77.11349672336279,Fiber optic,Yes,2.4,12.0,5,Billboard,1,Yes
CUST_00086,53.0,FEMALE,59.0,60.11656640958726,3587.1396846417465,One year,Electronic Check,1,-4.248412254282049,Fiber optic,Yes,5.0,,1,Other,0,No
CUST_00458,31.0,FEMALE,59.0,122.04809727510425,6964.770980163093,Month-to-month,Credit Card,1,-40.19864911361351,Fiber optic,Yes,3.3,6.0,2,TV Ad,0,No
CUST_00202,56.0,Male,94.0,59.211109826426124,5526.797556766627,Month-to-month,Electronic Check,2,-20.21015939318362,No,1,3.2,4.0,5,Google,1,Yes
CUST_00918,33.0,Female,6.0,,478.9839259907981,Month-to-month,Bank Transfer,0,-120.15908216734499,dsl,NO,3.7,3.0,1,Email,1,Yes
CUST_00000,47.0,Male,5.0,51.7989911570411,,Two year,Credit Card,3,2.25129743977275,DSL,Yes,2.3,4.0,1,Email,1,Yes
CUST_00309,36.0,Female,17.0,92.51737502565297,1627.2081113638046,Month-to-month,Credit Card,2,149.48228998923267,No,Yes,2.1,39.0,1,Friend,0,No
CUST_00743,40.0,Male,,,2087.353369830881,Month-to-month,Bank Transfer,2,-26.913555159124275,No,No,4.1,9.0,3,TV Ad,0,No
CUST_00873,29.0,Male,12.0,63.44040167694892,786.6256349843698,Month-to-month,Mailed Check,2,-160.0625843183379,DSL,No,4.7,10.0,2,Billboard,0,No
CUST_00398,38.0,Male,79.0,41.442446199332934,3333.599166634816,Month-to-month,Bank Transfer,1,44.60125107285377,Fiber optic,True,1.6,7.0,3,Billboard,0,No
CUST_00616,41.0,FEMALE,0.0,120.01672334653412,Pending,Month-to-month,Bank Transfer,4,23.977017358264288,DSL,0,2.8,12.0,1,TV Ad,1,Yes
CUST_00049,18.0,Male,,46.4571427561689,1162.3590320178475,Month-to-month,Mailed Check,4,-38.22522475718751,Fiber optic,NO,2.8,,1,Friend,1,Yes
CUST_00199,22.0,Female,16.0,44.547140974275564,,Two year,Bank Transfer,1,41.818896442890974,No,Yes,4.7,1.0,2,nan,0,No
CUST_00598,33.0,Female,3.0,,70.57353132816756,Month-to-month,Electronic Check,3,-3.6888953068904073,Fiber optic,Yes,2.3,2.0,3,Facebook,0,No
CUST_00969,18.0,Female,1.0,71.5498293055324,74.33337556067542,Month-to-month,Mailed Check,0,142.9927790332089,No,NO,2.5,2.0,1,Friend,1,Yes
CUST_00882,32.0,Female,,104.60771029950777,4034.4473316907543,Month-to-month,Credit Card,2,-145.77913880148495,fiber,Yes,3.4,13.0,3,Friend,0,No
CUST_00428,55.0,Female,12.0,13.907749009137383,168.13983232023455,One year,Electronic Check,2,14.903970062499756,No,yes,3.4,2.0,1,TV Ad,0,No
CUST_00497,37.0,Female,7.0,82.58829916072355,603.5225469813865,One year,Bank Transfer,0,-5.78275083058914,Fiber optic,0,4.0,22.0,1,Friend,1,Yes
CUST_00603,60.0,Female,0.0,83.11939561116883,0.0,Month-to-month,Bank Transfer,3,-91.06425200879946,DSL,No,3.5,26.0,1,Instagram,1,Yes
CUST_00010,33.0,Female,2.0,51.857660063853615,107.17985020312723,Month-to-month,Mailed Check,0,8.72414378206097,DSL,NO,2.1,55.0,2,Friend,1,Yes
CUST_00888,48.0,Female,,39.682053402132595,693.9604703095191,Month-to-month,,3,-141.59131295368786,No,No,2.2,12.0,4,Billboard,0,No
CUST_00670,58.0,Male,31.0,43.65030768460783,1335.5149193801226,Month-to-month,Electronic Check,2,116.12076717580284,No,Yes,5.0,14.0,1,Email,0,No
CUST_00937,50.0,Female,0.0,,0.0,Month-to-month,Credit Card,4,124.84680394227587,Fiber optic,No,3.6,1.0,3,Twitter,1,Yes
CUST_00928,63.0,Male,4.0,52.546538998238375,,Month-to-month,,3,21.442893041244723,Fiber optic,yes,2.2,28.0,2,nan,1,Yes
CUST_00557,33.0,Female,,58.755338301345816,,One year,Electronic Check,1,6.116256785091507,No,NO,4.3,23.0,1,Friend,0,No
CUST_00636,52.0,Female,1.0,-146.1410453069755,Pending,Month-to-month,Electronic Check,5,23.00604043834001,Fiber optic,NO,3.1,4.0,1,Twitter,1,Yes
CUST_00833,28.0,Male,43.0,103.03968873207288,4332.915380228758,One year,Bank Transfer,4,122.36068834576265,DSL,NO,4.6,20.0,4,Instagram,0,No
CUST_00371,47.0,male,,272.15647866122026,1372.8629670157866,Two year,Mailed Check,4,-46.48233551271014,Fiber optic,Yes,4.2,20.0,2,Facebook,0,No
CUST_00834,39.0,Male,39.0,83.99635934350381,3221.50461641434,Two year,Electronic Check,0,-47.70057183213565,Fiber optic,NO,1.8,35.0,4,Google,0,No
CUST_00582,49.0,Male,,99.25937375433936,2179.5811654909885,One year,Bank Transfer,3,35.30061805464952,dsl,yes,4.0,7.0,1,Facebook,0,No
CUST_00333,29.0,Female,11.0,99.56349056845656,1042.2110187861804,Month-to-month,Electronic Check,2,-49.98395974016641,DSL,No,4.0,45.0,1,Instagram,0,No
CUST_00945,23.0,Male,13.0,113.53004314394008,,Month-to-month,Credit Card,2,-112.22549787929022,DSL,No,5.0,,4,Facebook,1,Yes
CUST_00210,48.0,Female,46.0,-141.55794030719755,3121.0591293528173,One year,Credit Card,3,101.42548571152574,DSL,No,3.0,0.0,1,Other,0,No
CUST_00549,30.0,Male,10.0,321.11507799405643,865.9577477817814,Month-to-month,Credit Card,3,-158.07000516739228,dsl,Yes,3.3,4.0,2,Email,0,No
CUST_00457,24.0,Male,10.0,46.487394366267154,481.2664419760182,Month-to-month,,5,-69.70447013594224,DSL,Yes,3.8,8.0,3,Instagram,1,Yes
CUST_00088,32.0,Female,9.0,80.05174087252352,,One year,Credit Card,0,-121.33700702479149,Fiber optic,0,4.1,31.0,3,Facebook,0,No
CUST_00879,57.0,Female,4.0,31.46247202900092,125.7265735815643,Two year,Credit Card,4,-150.80143726328282,No,Yes,3.1,8.0,2,TV Ad,0,No
CUST_00350,44.0,Male,75.0,72.55628348901703,5400.316612634829,One year,Credit Card,1,8.732870392164905,No,1,5.0,,1,Instagram,1,Yes
CUST_00218,32.0,Male,23.0,124.97671130437605,2943.0346711966004,Month-to-month,Electronic Check,1,-90.58201794228425,Fiber optic,Yes,3.4,15.0,1,TV Ad,0,No
CUST_00413,59.0,Female,8.0,55.86626044546364,Pending,Two year,Credit Card,1,-29.970559352785354,DSL,No,2.8,20.0,5,Facebook,1,Yes
CUST_00277,30.0,Female,15.0,52.461468080284014,752.3842463460466,Month-to-month,Electronic Check,1,-91.15099686768718,Fiber optic,No,2.0,1.0,3,Google,0,No
CUST_00959,46.0,Female,,,Pending,Two year,Electronic Check,1,129.31780855282224,Fiber optic,Yes,2.6,2.0,4,TV Ad,1,Yes
CUST_00925,18.0,Female,4.0,-4.798124609902331,-19.588778405486764,One year,Credit Card,2,-183.55368110259062,DSL,No,4.2,62.0,1,Billboard,1,Yes
CUST_00213,49.0,Female,53.0,53.51379176213395,2921.193187826103,Month-to-month,Electronic Check,3,54.633170600175106,No,yes,4.1,2.0,5,Friend,0,No
CUST_00096,44.0,Male,13.0,68.82078137117107,876.0943525506144,Month-to-month,Credit Card,3,64.37753809379322,Fiber optic,No,3.3,6.0,2,Facebook,0,No
CUST_00078,41.0,Male,26.0,39.74335947771375,1084.0014917531778,Month-to-month, ,5,-173.46403355315246,No,yes,2.8,9.0,1,Email,1,Yes
CUST_00703,18.0,Male,49.0,104.11943627094188,4970.578857783644,Two year,Mailed Check,2,-71.13066799988769,Fiber optic,Yes,3.6,9.0,3,TV Ad,0,No
CUST_00136,28.0,Female,99.0,356.06212217632253,8948.584698454626,Month-to-month,Electronic Check,5,-49.43056012863549,Fiber optic,No,2.5,10.0,5,TV Ad,0,No
CUST_00208,47.0,Male,5.0,67.1360725873278,336.9925423434704,Two year,Credit Card,1,-113.14056101350374,Fiber optic,Yes,4.3,21.0,3,Facebook,0,No
CUST_00522,30.0,Female,0.0,101.4612137924969,0.0,Month-to-month,Bank Transfer,2,125.57661752685587,DSL,No,4.4,18.0,2,TV Ad,1,Yes
CUST_00837,,Female,18.0,67.06254260671288,1224.3507776219205,Month-to-month,Credit Card,2,-25.97616552876761,DSL,Yes,2.4,10.0,1,Friend,1,Yes
CUST_00732,46.0,Male,26.0,37.23509101845731,932.287843128053,Month-to-month,Credit Card,2,-311.66528474598914,DSL,0,,11.0,1,Email,0,No
CUST_00568,18.0,FEMALE,13.0,35.36911995301047,,One year,Bank Transfer,1,181.0302610004162,No,No,3.0,27.0,1,TV Ad,1,Yes
CUST_00260,26.0,Female,17.0,48.46243327757195,819.9911956876736,Two year,Mailed Check,3,79.6965795509925,dsl,No,1.4,8.0,2,Google,0,No
CUST_00467,51.0,Female,14.0,54.120036626548874,,One year,Credit Card,2,4.480245638793966,DSL,NO,2.3,4.0,1,Other,0,No
CUST_00039,42.0,Female,11.0,102.14629456704657,1118.9606988570515,Month-to-month,Electronic Check,0,58.90241699257166,No,Yes,3.7,17.0,2,Email,1,Yes
CUST_00030,30.0,Male,41.0,112.10109910375573,4572.354886266709,One year,Mailed Check,2,-162.27484053225146,DSL,Yes,3.6,,4,Facebook,1,Yes
CUST_00697,21.0,Male,12.0,80.14070443305124,926.623565318871,Month-to-month,Bank Transfer,1,220.7998653330968,fiber,Yes,4.5,8.0,2,Friend,0,No
CUST_00451,54.0,Male,3.0,59.91235783956784,171.68767864641,Month-to-month,Credit Card,1,-0.3274379055823559,No,Yes,3.4,30.0,2,Billboard,0,No
CUST_00054,,Female,24.0,,1058.9884704090966,Month-to-month,Mailed Check,3,192.88439640217564,Fiber optic,Yes,4.2,18.0,5,Google,0,No
CUST_00023,18.0,Male,12.0,-113.674669664403,1333.761200068151,Month-to-month,Bank Transfer,2,6.108617259831258,No,Yes,4.2,26.0,3,Friend,0,No
CUST_00411,23.0,Male,,-179.9916413189111,163.0405648689153,Month-to-month,Mailed Check,3,74.24442386469563,DSL,yes,1.6,6.0,1,Facebook,0,No
CUST_00113,76.0,Female,14.0,116.90240076496325,1623.415657104574,Two year,Credit Card,4,143.38344891601565,No,No,4.5,9.0,2,Twitter,1,Yes
CUST_00109,38.0,Female,22.0,101.35265422254261,2247.278811196637,Two year,Mailed Check,3,-133.678520108368,Fiber optic,yes,5.0,2.0,3,Instagram,0,No
CUST_00506,31.0,Male,69.0,119.48442682971762,8350.871819870617,One year,Credit Card,1,-80.13912702625892,DSL,True,2.7,12.0,2,Friend,0,No
CUST_00966,29.0,Female,13.0,4.302348850643398,56.580458270752764,One year,Credit Card,3,-70.54319960782337,Fiber optic,No,4.2,33.0,3,Google,1,Yes
CUST_00949,43.0,Female,4.0,79.39396420039466,  ,Month-to-month,Mailed Check,3,67.57518815092038,Fiber optic,No,4.4,7.0,1,Google,0,No
CUST_00003,62.0,Female,9.0,,512.9036708417323,Month-to-month,,3,-37.274224402868924,No,NO,3.6,,1,Facebook,1,Yes
CUST_00275,46.0,Male,56.0,83.75160110654453,4869.085974592692,Month-to-month,Bank Transfer,2,173.8397194049411,DSL,Yes,2.5,16.0,1,Email,0,No
CUST_00656,40.0,Female,30.0,89.15980505929306,2700.8463502325053,Month-to-month,Electronic Check,3,-50.89765283907034,Fiber optic,Yes,2.5,8.0,2,Other,0,No
CUST_00784,48.0,Male,32.0,134.9516820341981,4483.402535845624,Month-to-month,Electronic Check,2,-60.79932971682474,No,No,4.2,8.0,1,Other,0,No
CUST_00854,61.0,Male,23.0,55.670632521879845,1294.2660893346067,One year,Mailed Check,2,43.711300792073246,Fiber optic,yes,3.5,3.0,1,Google,0,No
CUST_00759,50.0,Female,83.0,65.03105769047103,5614.805216713306,monthly,Electronic Check,0,-69.456694536377,Fiber optic,Yes,3.5,6.0,3,Email,0,No
CUST_00796,39.0,Male,12.0,67.78081409216865,782.2024413661442,One year,Mailed Check,2,78.27039386018507,Fiber optic,NO,,9.0,1,TV Ad,0,No
CUST_00246,32.0,Female,44.0,114.30803278354824,5192.23614134245,Two year,Bank Transfer,1,75.36938995540108,DSL,No,2.1,4.0,2,Other,1,Yes
CUST_00394,,Male,18.0,115.49182165760718,2114.371591160344,Month-to-month,Electronic Check,1,-52.434861624835385,DSL,No,3.9,12.0,1,Twitter,0,No
CUST_00486,30.0,Female,95.0,10.987908892385434,1061.7356308045487,One year,Electronic Check,0,31.82655375602048,Fiber optic,No,4.3,28.0,1,Instagram,1,Yes
CUST_00614,76.0,Male,6.0,105.50481000669784,605.0740665528594,Month-to-month,Credit Card,5,-17.249603439745634,Fiber optic,Yes,5.0,0.0,1,Google,0,No
CUST_00877,,Female,4.0,38.18184800810197,150.91663008054527,One year,Electronic Check,4,-106.51560140953598,DSL,Yes,3.3,7.0,2,Email,1,Yes
CUST_00174,44.0,Female,6.0,,388.47620034361233,One year,Electronic Check,2,21.964158661701465,fiber,yes,3.2,26.0,3,Twitter,1,Yes
CUST_00917,42.0,FEMALE,28.0,,471.89027626558124,Month-to-month,Mailed Check,3,32.463679042940264,No,No,3.8,3.0,5,Email,0,No
CUST_00058,44.0,Female,30.0,50.26496338443589,  ,Two year,Mailed Check,3,20.838231251962103,DSL,1,3.3,,5,Google,0,No
CUST_00265,21.0,Male,29.0,84.5162995356412,2481.822126216346,Month-to-month,Electronic Check,1,-140.15298469325182,Fiber optic,No,2.4,4.0,2,Google,0,No
CUST_00063,22.0,Female,3.0,86.5975365995435,263.7749770729042,Two year,Mailed Check,2,-152.56179282982495,Fiber optic,Yes,3.6,15.0,3,nan,0,No
CUST_00789,18.0,Female,27.0,53.08157535825271,1504.0276477535374,Month-to-month,,1,-78.2757008879377,No,No,3.7,0.0,1,Google,0,No
CUST_00261,39.0,Male,8.0,63.084261244592476,518.3830941406616,Month-to-month,Bank Transfer,3,163.3229516519941,Fiber optic,Yes,3.8,3.0,1,TV Ad,0,No
CUST_00100,,Male,4.0,102.45300183018486,392.6667699833505,Month-to-month,,4,89.02605314672007,Fiber optic,0,4.1,52.0,2,Other,0,No
CUST_00998,31.0,Male,82.0,107.77699719360396,,Month-to-month,Bank Transfer,0,-60.62859901292459,DSL,No,5.0,,3,Twitter,0,No
CUST_00299,49.0,Female,35.0,187.7871311930898,6737.646540519305,Two year,Credit Card,1,96.23165788801444,Fiber optic,No,,25.0,1,Google,0,No
CUST_00615,41.0,Female,0.0,34.65877397870858,0.0,Month-to-month,Mailed Check,4,-93.71511578343225,DSL,No,5.0,11.0,2,Google,1,Yes
CUST_00178,36.0,Male,18.0,55.26538758573686,984.2564129845827,One year,Electronic Check,0,69.93003997179004,DSL,No,4.8,,1,Twitter,0,No
CUST_00933,18.0,Male,6.0,38.46070265081967,236.3790668160057,Two year,Credit Card,2,-46.884760406182416,Fiber optic,No,3.4,4.0,2,Facebook,1,Yes
CUST_00778,38.0,Female,21.0,19.52023917631943,,Month-to-month,Credit Card,2,102.70458521777606,Fiber optic,No,,0.0,1,Billboard,0,No
CUST_00139,21.0,Male,11.0,,,One year,Bank Transfer,1,-153.87973771589998,No,1,,10.0,1,Google,0,No
CUST_00803,33.0,Male,13.0,57.86807730448116,752.8148796801908,Month-to-month,Bank Transfer,1,-59.13046388789457,Fiber optic,No,3.3,17.0,1,Billboard,0,No
CUST_00168,36.0,FEMALE,,,1845.4848984841149,Two year,Credit Card,0,-205.28744203492352,Fiber optic,NO,,37.0,4,nan,0,No
CUST_00066,38.0,Female,8.0,87.91684654760155,668.868106869319,Two year,Credit Card,2,-35.9498776645418,Fiber optic,No,1.4,2.0,1,Facebook,1,Yes
CUST_00256,59.0,Female,39.0,36.854116208124395,1468.2456646184016,Two year,Credit Card,4,-100.16218654903979,DSL,Yes,2.6,43.0,1,Instagram,0,No
CUST_00067,55.0,Female,15.0,41.54955987327398,621.4760728469208,One year,Mailed Check,2,119.3103673332268,No,NO,3.8,21.0,2,TV Ad,1,Yes
CUST_00492,41.0,Male,72.0,11.466944078841252,847.5704005903616,Month-to-month,Bank Transfer,4,86.84443105959316,DSL,No,2.8,,3,TV Ad,1,Yes
CUST_00012,43.0,Male,2.0,96.91198590661396,191.00308913267665,One year,,1,39.8062174853005,DSL,No,4.0,33.0,1,Email,1,Yes
CUST_00531,18.0,FEMALE,2.0,109.54906974558008,,Month-to-month,Credit Card,1,116.04018292673418,fiber,No,1.4,22.0,5,Google,0,No
CUST_00319,38.0,Female,2.0,293.3017526708347,249.67693030405937,One year,Electronic Check,1,93.08745119372439,Fiber optic,No,4.0,0.0,3,Facebook,0,No
CUST_00984,39.0,Male,14.0,133.74314209050885,1788.2601838171572,Two year,,0,-10.011940196124765,Fiber optic,Yes,4.5,3.0,2,TV Ad,1,Yes
CUST_00866,,Male,,74.70081184739574,612.0606154251251,Month-to-month,Bank Transfer,1,37.377487490223956,No,No,3.6,6.0,1,nan,0,No
CUST_00576,43.0,Female,53.0,30.486042401602454,  ,monthly,Credit Card,2,142.06182927740082,DSL,NO,1.8,11.0,1,Billboard,0,No
CUST_00334,54.0,Female,24.0,96.0746377749069,2208.1281343957817,One year,Bank Transfer,3,27.97480006999844,Fiber optic,Yes,2.5,11.0,2,Facebook,1,Yes
CUST_00286,37.0,Female,16.0,51.79404466428474,855.4892749185474,Month-to-month,Mailed Check,1,221.82669931208662,DSL,yes,3.6,11.0,2,Friend,0,No
CUST_00911,43.0,Female,33.0,68.1698808443385,2350.1705221675993,Month-to-month,Electronic Check,1,-132.49160194224635,DSL,No,2.6,,3,Instagram,1,Yes
CUST_00323,71.0,Female,9.0,108.87615345589043,941.7723852010266,Month-to-month, ,2,50.831295616252326,No,yes,4.2,,3,Facebook,0,No
CUST_00890,52.0,Female,10.0,115.90585596590054,1198.3706745815616,One year,Credit Card,2,-6.73056699677156,Fiber optic,Yes,3.7,3.0,3,Other,1,Yes
CUST_00536,-7.8172060034679305,Female,3.0,18.06396089665224,52.407517819472,Month-to-month,Credit Card,2,119.82760366446361,Fiber optic,No,3.6,32.0,3,Other,0,No
CUST_00692,123.69473154676677,Male,30.0,51.16798281746483,1530.2426489156774,Month-to-month,Bank Transfer,3,-63.85020242772084,Fiber optic,Yes,3.3,29.0,5,Facebook,0,No
CUST_00649,50.0,Female,2.0,93.15760464510025,193.94577832524024,Month-to-month,Bank Transfer,1,78.89701250469207,No,No,3.8,0.0,1,TV Ad,0,No
CUST_00528,43.0,Female,9.0,65.81808398010297,612.1815524601742,Two year,Electronic Check,4,192.56261274619442,DSL,No,2.0,32.0,1,Facebook,1,Yes
CUST_00513,26.0,Male,30.0,422.78455846952323,,One year,Bank Transfer,2,123.48790173863374,Fiber optic,Yes,2.9,2.0,1,Friend,0,No
CUST_00585,43.0,Female,,85.66427637801807,0.0,Two year,Mailed Check,2,-148.45315419310572,No,yes,1.6,,1,nan,0,No
CUST_00002,,Female,2.0,106.00236869280585,,One year,Bank Transfer,1,-12.369318951178283,No,No,3.5,11.0,1,Other,1,Yes
CUST_00445,,Female,6.0,74.70918882905303,,Month-to-month,Electronic Check,4,-8.672224914150004,DSL,Yes,2.5,0.0,4,Facebook,0,No
CUST_00237,42.0,Male,0.0,61.780207545120874,Pending,Month-to-month,Electronic Check,1,71.21899185032764,fiber,NO,2.2,65.0,1,Other,1,Yes
CUST_00495,48.0,Female,0.0,92.79136886452505,0.0,Month-to-month,Bank Transfer,3,5.5256098286676405,DSL,1,3.8,9.0,1,Instagram,1,Yes
CUST_00781,19.0,Female,,,81.61568531540985,Month-to-month,Credit Card,0,-220.83721890129024,No,No,3.2,1.0,4,Facebook,1,Yes
CUST_00327,51.0,male,57.0,68.07435468674507,3823.1234423264245,Two year,Bank Transfer,0,11.458061710084447,No,True,4.4,14.0,2,TV Ad,0,No
CUST_00547,36.0,Female,72.0,51.915380326481156,3630.79739783148,Month-to-month,Credit Card,1,63.22992097833006,DSL,Yes,3.0,13.0,2,Friend,0,No
CUST_00858,,Male,,-17.883460700068042,-261.8742173948527,Month-to-month,Bank Transfer,0,-138.98647409015294,No,No,3.2,95.0,2,Google,1,Yes
