property_id,sqft_living,sqft_lot,bedrooms,bathrooms,floors,year_built,year_renovated,condition,grade,waterfront,view,city,zipcode,latitude,longitude,distance_to_downtown,school_rating,crime_rate,has_garage,sqft_basement,price
PROP_00552,1802.7541190214874,6301.613703365259,3,3.0,2.0,1977.0,0.0,3,1.0,No,2,Redmond,98128,47.27052260097083,-122.3418943725745,15.510583566458207,6.5,7.400103018766597,No,613.9091910611285,
PROP_00675,5038.64216601592,,3,2.5,1.0,2014.0,,4,3.0,0,2,Bellevue,98050,47.11151224791181,-122.37415454203784,1.4145451094892858,6.3,,Yes,804.3217780718649,1087191.6418105657
PROP_00158,1271.3331723358058,5264.875191570147,1,3.0,2.0,2004.0,0.0,4,,0,1,Tacoma,98102,47.70655736430198,-121.87902890092008,1.4868927799063334,6.0,1.6241258138367294,0,857.7878932843753,
PROP_00475,5956.828607926032,19494.449503871056,1,4.0,1.0,2004.0,0.0,5,4.0,1,1,Bellevue,98001,47.63610100709994,-122.21792836836305,7.170270820906936,5.1,3.3526179095055424,Yes,0.0,
PROP_00423,,3837.7401635527403,7,1.5,2.0,1992.0,2004.0,4,4.0,1,0,Kirkland,98109,47.47517130130296,-122.3875164663542,0.26059531616625187,6.5,3.1232835270078154,No,359.5713370014194,604079.5795412782
PROP_00617,1324.176843128651,19115.728815439914,2,1.0,2.0,2006.0,0.0,4,6.0,0,3,Redmond,98074,47.36326955236171,-121.59208474211776,40.278745398739346,,12.162562750912148,No,730.1441347399164,446693.86259754584
PROP_00617,1324.176843128651,19115.728815439914,2,1.0,2.0,2006.0,0.0,4,6.0,0,3,Redmond,98074,47.36326955236171,-121.59208474211776,40.278745398739346,,12.162562750912148,No,730.1441347399164,446693.86259754584
PROP_00483,1987.674173008022,16832.165008244956,6,1.0,2.0,1955.0,0.0,5,6.0,0,0,Other,98037,47.57517338277242,-121.81205369832081,7.6635859545311655,4.6,5.428908826879249,No,0.0,502544.73852694756
PROP_00884,2609.0184272962415,3084.938479614321,1,4.0,2.0,2010.0,,1,5.0,0,3,Kirkland,98053,47.370128255927575,-121.6571834339661,2.7687510404884916,,,No,460.2533984094445,
PROP_00650,1090.9320945174559,4392.987055802459,7,3.0,1.5,2018.0,0.0,3,5.0,0,3,Redmond,98061,47.52350979345483,-122.23220270688829,23.26689740382284,8.4,,0,423.6571980730202,536900.9496276175
PROP_00244,,3533.793990603278,2,3.0,2.0,2019.0,,4,4.0,0,1,Seattle,98024,47.31426930394899,-122.13378478089193,3.2432763650178242,6.6,1.3673138041252912,1,0.0,4201360.8999045435
PROP_00847,6768.081615150759,2077.796882391973,7,2.0,2.5,1976.0,0.0,3,4.0,0,0,Seattle,98061,47.499321559829376,-121.95303931409227,6.371392971552837,6.4,0.6485284588624528,0,0.0,1289076.2072337836
PROP_00982,1112.718914764678,3755.962091658268,6,1.5,2.0,1972.0,0.0,3,11.0,No,0,Redmond,98115,47.10685589787428,-122.3339731213453,11.337680562282987,6.0,1.580256996161156,1,613.7740470912154,547401.6241957195
PROP_00828,2337.5089516655653,3207.3795890509878,3,2.5,2.5,1994.0,2006.0,4,5.0,0,1,Redmond,98086,47.66785826908185,-121.78104180395376,29.13070305343286,10.0,1.3695611782876043,Yes,,599649.0363306763
PROP_00570,1721.5250280723212,3637.8034128592108,3,3.0,1.0,2020.0,2007.0,4,5.0,0,0,Seattle,98176,47.59539898884229,-122.06480660473906,2.9669300727135317,6.4,4.895060119340907,0,0.0,571520.9371423395
PROP_00059,1393.5320868030867,,7,2.0,2.0,2012.0,0.0,4,9.0,0,0,,98191,47.55034937133153,-121.96071104287776,5.782492542430178,7.1,3.7411055416735923,Yes,263.49910086363093,8274170.394453735
PROP_00290,1030.9750621014746,3343.671256186998,3,2.5,1.0,1978.0,0.0,3,10.0,0,0,Seattle,98125,47.21080117988822,-121.60424311391213,16.821217689120026,7.3,1.013927005351034,No,341.7591013594689,
PROP_00070,2479.4837762415114,6434.922461240386,1,1.5,2.0,2001.0,,4,2.0,0,1,,98115,47.38510197175665,-122.01872708894925,21.80896196180807,7.4,,Yes, ,519687.70163039264
PROP_00344,1508.336614583207,,4,1.5,2.0,1925.0,0.0,2,5.0,Yes,0,,98146,47.3745225046703,-122.35905676748072,15.443340098081634,6.1,6.177082548915166,No,0.0,688386.0936305476
PROP_00184,1298.3273700614889,3188.628063387559,2,2.5,1.0,2014.0,0.0,4,7.0,1,1,Kirkland,98100,47.61262405785923,-121.56503820271749,47.40921604034672,6.2,2.6751561062330897,No,,489621.64546633506
PROP_00141,1290.0612949922051,2403.6528340697632,3,2.0,2.0,2004.0,0.0,4,8.0,0,0,Redmond,98078,47.149397867292755,-122.0109228550259,1.9999061276137424,6.1,1.0016978914099717,Yes,,518898.7457537732
PROP_00390,5657.004890140231,4719.069840796778,4,1.0,1.0,2010.0,0.0,3,4.0,0,0,Kirkland,98122,47.37377834657921,-121.89277173567395,8.727082016594094,7.0,,Yes,0.0,1008120.7705771247
PROP_00491,1967.933028738977,5233.989297368102,1,2.0,1.5,2017.0,2011.0,3,8.0,0,0,Seattle,98112,47.39610102038563,-121.5303616664774,3.1581337049202314,7.7,5.7325492750562015,Yes,None,
PROP_00826,1425.1771108907901,11587.530144489561,3,2.0,2.5,2022.0,,5,7.0,0,0,Tacoma,98051,47.11435911854683,-122.39317203953249,51.53495621093069,,1.5196959200091378,Yes,891.1917879192829,624361.9414889718
PROP_00101,9339.822989340157,5367.797990441453,8,2.5,2.0,2015.0,2018.0,4,6.0,0,1,Seattle,98191,47.79285254062295,-122.005208152133,1.2194940304560717,7.1,0.23128622824072628,0,655.2623411861363,1863523.7597589924
PROP_00749,1978.7993038573309,2649.2523788058365,2,3.5,1.5,2014.0,0.0,3,,0,1,BELLEVUE,98145,47.61706462789193,-121.6271974383702,17.007848688878678,9.6,,Yes,661.0356330610914,626864.4230061404
PROP_00551,2911.770111308484,5285.888099601331,8,2.5,1.5,1991.0,0.0,4,6.0,0,3,Seattle,98165,47.748867941640164,-122.22385301837024,9.775765619213828,8.7,2.127900034029426,No,0.0,822323.2566343073
PROP_00306,1726.2911192303563,22544.774715716234,2,3.0,3.0,,0.0,3,8.0,0,0,Tacoma,98180,47.196948511068726,-122.27441077307103,16.99454808122865,7.9,2.0180463091430307,No,0.0,692875.709296965
PROP_00986,6452.566772697981,2743.680837793013,5,2.0,3.0,1987.0,0.0,2,7.0,0,0,Kirkland,98067,47.78306861445631,-122.49983602726107,1.0679227392377753,7.0,,1,199.279087034396,1260982.7279791848
PROP_00321,2253.849287776776,10198.0188071208,4,2.5,3.0,1994.0,1997.0,2,7.0,0,1,Other,98026,47.131752897311,-122.33491316884366,5.478446935385692,6.6,6.240623312494574,Yes,,712878.7888586902
PROP_00799,3557.4693578456263,,5,3.0,2.5,2023.0,0.0,3,7.0,0,0,Seattle,98196,47.43740789877609,-121.6472684662352,20.001898050774738,8.1,,Yes,351.2610342839869,951660.2822905271
PROP_00730,1179.4446565599508,6246.159628821845,2,1.0,2.0,2023.0,0.0,3,8.0,0,0,Kirkland,98156,47.22501168360505,-122.03724923475261,0.05845828454378711,,3.1557748614377275,Yes,0.0,599435.0735912056
PROP_00677,1507.2579937424305,2801.4566890251676,3,1.5,1.0,2004.0,1996.0,4,6.0,0,0,Kirkland,98099,47.29048855899182,-122.28650908955942,19.867790922923238,8.3,9.608109822920436,0,679.4077038102075,471523.20347939734
PROP_00653,2368.2166488084094,5815.1608197547575,3,2.5,1.0,1997.0,0.0,1,10.0,1,2,Redmond,98064,47.206121289365264,-121.81597469492512,31.05330152615261,4.4,3.431217417768477,No,516.2483486973197,662109.2199270565
PROP_00076,,16380.193381741956,1,4.5,1.5,1963.0,0.0,4,6.0,0,0,Kirkland,98152,47.30872505566523,-122.23446822690362,13.373676547883381,7.9,0.4439427305984129,Yes,0.0,1379438.4640093201
PROP_00192,3306.774427648427,10760.148313393036,2,2.0,2.0,2005.0,0.0,3,3.0,1,0,Other,98070,47.51208568673071,-121.64276010009321,4.972293838977456,6.0,1.727037155101975,Yes,0.0,727246.653679095
PROP_00086,2307.875783957741,2329.20654467828,2,2.5,2.0,2009.0,0.0,4,8.0,0,0,Bellevue,98081,47.72321915357344,-122.14258277910028,10.487111971994533,8.9,2.9701080742980865,No,384.34488132517174,625707.1594673895
PROP_00458,1057.9504310659258,3507.7493706239115,1,2.5,2.0,2012.0,0.0,1,7.0,0,0,seattle,98177,47.72485743703706,-122.2220115356174,7.088031420879992,8.7,0.30714404086430747,Yes,765.746790955445,420598.8583888488
PROP_00769,2721.807963541003,6571.079272486233,2,2.5,3.0,2017.0,2018.0,3,7.0,1,0,Redmond,98156,47.77130538845976,-122.33090061643787,15.247250372895959,5.5,1.4715588414823244,1,,732345.1895487604
PROP_00918,2442.2545037326363,4984.163296133943,3,5.0,2.0,2021.0,0.0,4,8.0,0,0,Bellevue,98160,47.74844150788628,-121.68360707316444,7.939569489565036,7.0,,1,697.6987791274887,829929.4182439924
PROP_00098,1025.7477739901137,4928.757937947825,6,1.5,1.5,2003.0,,4,8.0,0,3,Tacoma,98018,47.77294714605415,-122.02609937018201,4.015248885577567,,0.16362603478550913,No,166.69501150234305,609661.8919258579
PROP_00309,1315.8514654361372,4735.832812514286,10,1.0,2.0,2004.0,0.0,3,7.0,0,0,Tacoma,98099,47.5457831253964,-121.96821952914775,29.252557296097116,9.6,1.6615110332510576,Yes,0.0,651172.9295739557
PROP_00743,1698.602815695596,8668.504848545133,3,2.5,2.0,2004.0,1980.0,3,4.0,1,4,BELLEVUE,98107,47.69990579287067,-122.05384437923486,1.9901036726789259,6.9,0.9448136368637059,0,,566112.4658743758
PROP_00873,1525.4895676072463,-5296.350874633428,3,3.0,2.0,,2021.0,2,7.0,0,0,Bellevue,98174,47.5285617710035,-122.46120633398034,4.501114949447048,9.3,1.4347067048370172,Yes,0.0,
PROP_00398,2389.784716495461,2935.7768059889904,2,3.0,2.5,1954.0,0.0,3,1.0,No,3,seattle,98180,47.59162890491516,-121.8921258573196,5.5525553888229044,8.8,1.08754691558727,Yes,,556630.0825028889
PROP_00616,1063.0228275601635,7826.153741017098,3,2.0,2.5,1985.0,0.0,3,8.0,0,0,Kirkland,98007,47.140243420928215,-122.32206712136713,8.965575192712661,6.9,6.384841472676429,No,438.79696332385106,471226.0381968523
PROP_00049,1204.3885995079058,27235.84217744126,3,2.0,2.0,2015.0,1993.0,4,3.0,0,2,Redmond,98040,47.43292419921578,-122.35172107204937,12.32832486393093,8.1,5.431954769047504,Yes,484.2495263708351,395946.4732562837
PROP_00199,2513.5621919309033,18550.725420694413,6,3.0,2.0,2015.0,0.0,3,8.0,0,3,Kirkland,98055,47.60619836314645,-122.07789758079934,0.4426808676869559,,27.323444732617823,Yes,0.0,744062.2786682582
PROP_00598,1213.550980995095,5146.996462722714,1,2.5,1.0,2012.0,0.0,2,9.0,0,1,Seattle,98183,47.48872480346999,-122.49945304390519,30.216992495605467,6.5,1.0471797284147613,Yes,875.4865135094535,507150.36801906396
PROP_00969,1646.3597866902617,6870.867291107711,4,2.0,2.0,1971.0,0.0,5,4.0,0,0,Tacoma,98097,47.12566729233119,-121.77625257787602,4.729940269824285,5.0,1.268259162619423,No,314.7513920829781,483918.70563257596
PROP_00882,1019.9073812921395,,1,4.5,1.0,2002.0,2021.0,3,7.0,0,4,Other,98084,47.33642547140549,-122.05588193624091,4.065256852917231,5.7,3.7251597191524106,Yes,,518644.8916047547
PROP_00428,1432.1916194678852,15432.487720516901,1,1.0,1.0,,0.0,2,10.0,No,1,Seattle,98099,47.31227995493523,-121.6539092068228,8.38859336020696,7.2,,Yes,384.0435250561821,526243.5894073698
PROP_00497,1080.9222844331848,3753.912107238635,5,2.5,2.0,2014.0,0.0,3,7.0,0,2,Seattle,98014,47.69473921218415,-122.27019813085379,19.160575270198898,6.2,0.517160092200082,No,0.0,512288.5681928548
PROP_00603,1092.8859078603675,2875.145928479891,3,4.0,2.0,2012.0,0.0,4,5.0,0,2,Tacoma,98167,47.64639042122624,-121.84461745075343,2.8700662172734726,7.3,0.7741573206476541,Yes,499.13369230846854,583581.4874041382
PROP_00010,1020.7993079991386,4512.221051000155,1,2.5,1.0,1944.0,0.0,5,5.0,0,0,Other,98084,47.74418021021414,-122.1714116989896,36.48256770559684,6.3,0.761954918351849,TRUE,0.0,311005.28870804963
PROP_00888,1104.7400334848712,25190.694164559824,1,3.5,2.5,1958.0,,4,7.0,0,0,Seattle,98167,47.33403495073397,-121.88761449521942,0.631502502730813,5.7,2.844081766989264,No,0.0,413976.9711732091
PROP_00670,1190.402433662887,11502.768958513952,2,3.0,2.0,2005.0,0.0,4,8.0,0,1,seattle,98001,47.14881603802217,-122.30831403110305,0.7397561021893655,7.3,1.1749309931453464,Yes,85.23442358807404,483777.12487327267
PROP_00937,3456.888527693557,,9,3.0,1.5,1900.0,0.0,5,5.0,0,0,Bellevue,98069,47.260446674594874,-122.43234304056601,4.463206320696187,8.6,1.1594741661888388,No,0.0,927697.1810198368
PROP_00928,2003.6973319345364,7016.693302534024,2,2.5,1.0,2010.0,2016.0,4,7.0,0,0,Redmond,98064,47.64272172523109,-122.19819297151095,1.6496289151865984,7.0,0.0999993104357991,TRUE,559.3754448422918,3701314.292090743
PROP_00557,1029.2050214320948,7658.670661922424,3,4.0,1.5,2011.0,2009.0,5,6.0,0,0,Tacoma,98062,47.60397111061002,-122.35435024883654,4.376201097267031,7.8,3.5690432578868334,Yes,0.0,603223.8630007921
PROP_00636,-2556.5340464620613,4132.651428412506,4,2.5,1.0,2007.0,2015.0,3,13.0,0,2,Redmond,98124,47.582067130538846,-121.99521511987045,17.101163987183998,,,Yes,83.1091872884129,78791.68731178579
PROP_00833,1194.0545032080968,5784.898851387819,9,2.0,2.0,,2008.0,4,8.0,yes,0,Bellevue,98130,47.49711154059395,-121.54257925174058,4.0879667415404946,6.8,,TRUE,0.0,760581.4115438623
PROP_00371,6317.28349365542,7913.653279938512,9,2.0,2.5,2005.0,2020.0,3,4.0,0,0,Tacoma,98083,47.35764963372823,-122.47272594013202,9.30119323155733,8.1,5.443285391873467,0,0.0,
PROP_00834,1689.8880428028178,8877.193375231758,4,3.0,3.0,1999.0,2022.0,3,7.0,0,2,seattle,98092,47.312965643799906,-122.02910866020363,3.9613698552900485,9.2,2.2676009346744506,1,595.8589728411575,752242.7022543672
PROP_00582,1678.4912926673596,15036.010076551382,7,3.0,2.5,1983.0,2015.0,4,5.0,0,0,,98054,47.10082244657381,-122.2769447962711,7.427091006456981,8.1,0.16247259620745574,Yes,427.7808750864822,715895.429922448
PROP_00333,,7328.498772466439,1,2.0,3.0,1964.0,0.0,3,7.0,0,0,Other,98187,47.24689023238135,-122.29716463634766,7.823095001965719,7.8,0.5322931915897463,Yes,537.4252556706266,513035.80403794843
PROP_00945,1011.0567296316972,8460.889273957539,3,2.5,2.0,1999.0,2022.0,3,6.0,0,0,Seattle,98091,47.12398395492816,-121.73021909976092,9.696564996788627,5.3,3.4230207300515088,Yes,88.33649938003151,447763.17709846335
PROP_00210,-2459.307466803125,7897.643348553665,4,2.0,1.0,2009.0,0.0,5,,0,2,Kirkland,98101,47.545098960876935,-122.26114714526966,2.4297885543506763,10.0,0.7773347347219707,Yes,  ,50000.0
PROP_00822,1405.7138965901686,2919.39471925668,1,2.5,1.5,2016.0,0.0,3,9.0,0,1,Kirkland,98071,47.16320966416611,-122.31155046689962,24.723200810230118,7.9,1.034358818814996,0,0.0,572622.6542368993
PROP_00457,1632.3543695829262,5977.924460441381,2,2.5,2.0,2008.0,1993.0,5,5.0,0,2,,98192,47.624486136796314,-121.8691335791898,21.723183103817615,6.5,2.2757021908965305,Yes,None,506837.47180685017
PROP_00088,3182.251912401515,2025.481242710722,3,2.0,2.5,2011.0,2014.0,2,11.0,0,0,Redmond,98196,47.44830170884049,-121.85543750915824,9.910255135108804,6.6,0.6280409663307622,Yes,0.0,
PROP_00879,1250.992973866705,16811.94764983382,2,3.0,2.5,2009.0,,4,9.0,0,2,Kirkland,98126,47.79796778616812,-121.98677690497598,4.334646697734527,4.9,,1,0.0,502739.132431744
PROP_00350,1699.4394526077897,5414.548545363612,2,2.5,3.0,2007.0,1998.0,5,6.0,0,0,Seattle,98188,47.371634713357246,-121.57857491438911,8.553208673589188,4.6,0.04187314154275601,Yes,0.0,533530.4106812112
PROP_00218,2048.773814302768,2449.3074193512857,4,3.0,2.0,1954.0,2000.0,2,,Yes,4,Other,98097,47.39176292711011,-122.15535125302807,23.382047367129797,7.7,0.7207644492383073,Yes,597.9103612687816,780849.5473180803
PROP_00413,1851.9972910552638,3721.375475500631,7,3.0,2.0,1997.0,0.0,3,6.0,0,0,Seattle,98128,47.44506366481062,-122.00457866882185,8.669173317241619,7.5,1.0001932744801467,Yes,0.0,751360.4654814771
PROP_00277,2049.7190748878,2756.909582027539,1,1.5,2.0,,2023.0,4,8.0,0,0,Tacoma,98100,47.73726962001646,-121.78441365237572,10.899912772783399,9.3,0.9145605258046201,0,0.0,624383.2040050611
PROP_00959,,3921.9460292203266,1,2.0,1.5,1994.0,2006.0,3,,0,0,,98156,47.750714326695565,-122.3514200030955,6.878414634533075,6.2,6.365427103459113,1,0.0,598940.440708344
PROP_00925,1022.7255894775401,5847.840460689588,3,2.5,2.0,1935.0,0.0,4,4.0,0,0,Tacoma,98111,47.17690177676082,-122.14275314082691,14.341531692834108,9.6,2.248103675391345,Yes,453.3928388489146,338486.6468583429
PROP_00213,1253.9498673080245,,8,3.0,3.0,2018.0,0.0,4,,0,0,Seattle,98021,47.78713915632663,-121.52248574472968,8.95040804223868,7.0,0.7758582502371032,Yes,725.1723450163349,601172.1406631657
PROP_00096,1739.6788387772672,12853.378004917096,2,2.0,2.5,2021.0,,3,6.0,0,0,Redmond,98064,47.50493482241001,-122.40919797694822,21.133152326273404,6.3,,Yes,0.0,533107.0179084908
PROP_00078,1443.8926724162325,13496.633006615883,2,2.0,1.5,2002.0,0.0,4,5.0,0,0,Other,98162,47.387195713408744,-122.18745658146028,1.9112360375058892,6.5,14.324067064444131,Yes,460.08702752596577,509041.63048727973
PROP_00703,,11714.27622040224,1,3.5,1.0,1984.0,1997.0,5,8.0,0,0,Seattle,98184,47.21784092659206,-122.28858115882527,0.170201243905525,,5.217868859386985,Yes,Check Plan,506038.36847231624
PROP_00136,8097.26862021278,3727.951207799959,3,1.5,2.0,2023.0,0.0,3,6.0,0,1,Seattle,98003,47.52303399851775,-122.46463730313484,5.771782472725315,10.0,13.864214096065496,No,416.5680928358907,1482580.1067982207
PROP_00208,1005.074437051797,6774.471874623234,1,1.0,1.0,2016.0,0.0,3,7.0,0,3,Redmond,98198,47.474707959716504,-122.1244368456103,21.413578445169673,5.8,5.436413181375512,0,594.3390906341366,430633.8286202783
PROP_00522,4503.708554375962,5854.730295427272,3,3.0,3.0,2013.0,1982.0,4,6.0,0,0,Tacoma,98077,47.19331441656861,-121.5745768440503,4.466559716571671,9.2,2.140581004484633,Yes,611.7216044757306,932923.3484502601
PROP_00837,1450.0345830397282,4618.769044874644,6,2.5,2.0,2003.0,2021.0,3,3.0,0,0,Tacoma,98094,47.318518775160825,-121.53955446176076,14.063909360866543,4.6,6.57537349875446,false, ,460419.4657770978
PROP_00732,2094.213639015969,6691.266151047656,3,2.5,1.0,2016.0,2012.0,3,6.0,0,0,Tacoma,98181,47.57673274502694,-121.57473189112878,1.8052375832624488,8.7,1.067914264473074,Yes,0.0,645694.73334794
PROP_00568,3345.0615229814416,11247.611072928703,3,4.5,2.0,1913.0,0.0,4,8.0,No,0,Bellevue,98150,47.63517846050093,-122.45645537878512,22.641044269525395,6.5,,No,685.6567290239441,
PROP_00260,1954.5307155177177,4870.28620391109,3,2.5,1.5,2019.0,0.0,3,6.0,0,0,Seattle,98009,47.59892906448593,-122.11065238721889,6.761514457700129,5.5,1.9908779289358312,1,498.3741577377542,575636.6199706163
PROP_00467,3029.50253817023,2619.278249201318,1,2.0,2.0,,0.0,4,6.0,0,0,Tacoma,98193,47.511988907612384,-121.5090537964068,1.3442397232468872,6.6,13.03524300519717,false,419.55932466480806,837427.4168263974
PROP_00039,1580.0908425853984,2997.8346063569657,5,1.0,2.0,2015.0,0.0,4,6.0,yes,0,,98074,47.17979300450767,-122.13629728267527,11.177682954374875,5.6,0.13541061125109347,Yes,0.0,626985.3023974497
PROP_00030,1935.3330206496103,2025.7137518254467,5,1.0,2.0,1979.0,0.0,2,5.0,0,0,Seattle,98125,47.17012484286617,-122.11831181665185,2.4821618249769535,9.4,0.8037464217830447,Yes,,551456.6942045827
PROP_00697,1870.4530682924437,6792.412055691227,2,1.5,1.0,2013.0,0.0,3,4.0,0,0,Seattle,98061,47.14173702497362,-121.56700756956582,1.446912028806363,7.1,0.84502464632972,false,555.9225420233157,504276.6813085434
PROP_00451,1817.360407561493,2184.2835829054484,2,5.0,1.0,1985.0,0.0,4,6.0,0,0,Redmond,98141,47.46055219196703,-121.6017719662951,21.657861792726866,6.5,1.0424490064008165,No,607.0019338995766,546816.42695221
PROP_00054,1911.0544123832751,8491.19749649633,5,2.0,1.5,2016.0,0.0,4,5.0,0,2,Seattle,98176,47.745212166333644,-122.22267517482004,3.1874352686849283,5.3,6.508565211902935,Yes,,554848.4416132285
PROP_00023,1456.277218220847,17448.91000226787,2,2.5,1.0,1960.0,0.0,4,2.0,0,1,Seattle,98145,47.55130801959397,-121.78905804692195,4.122202460721425,5.8,,No,0.0,328957.4118840354
PROP_00719,2312.5513634605077,3110.4476694405976,2,1.5,2.0,1912.0,0.0,1,2.0,0,0,Other,98041,47.459246827346945,-122.16932386475803,8.624526019849576,5.1,0.4701111119400271,0,638.1077702110899,517481.8914477735
PROP_00113,2650.887080484569,10829.326545802602,1,2.0,2.0,1995.0,1988.0,3,9.0,0,0,Seattle,98138,47.21276162234477,-121.80626565394128,23.282446666078936,6.2,3.9418958463512768,Yes,94.858826990063,712190.3420541938
PROP_00109,1080.1042785501763,13767.875358156061,2,1.0,1.0,2013.0,0.0,5,6.0,0,0, ,98088,47.17095443631736,-121.68740446201764,2.474611405285293,8.3,,Yes,,409086.1556205414
PROP_00506,3418.3010919991275,3062.2393701138044,7,3.0,2.0,1986.0,0.0,5,1.0,0,1,Tacoma,98147,47.79166171168649,-121.95922269368077,19.35421569207762,4.9,5.720928394741304,Yes,0.0,755653.569539304
PROP_00966,2269.563986638687,12815.4801694286,4,2.0,2.0,2016.0,0.0,4,6.0,0,0,Seattle,98177,47.53660773925698,-121.91757149385025,0.30568252010382696,7.8,0.12277452989965561,false,0.0,644550.6133150728
PROP_00949,1909.8443101964926,8861.86337753165,4,2.5,2.0,1999.0,2020.0,2,5.0,0,4,Bellevue,98052,47.18343200188664,-121.72807473666425,7.714313673653571,7.4,0.9793263694392433,1,542.2846047386937,502963.09130428836
PROP_00003,1912.9425537759532,3376.064812732085,1,4.0,2.0,2001.0,0.0,3,9.0,0,2,Redmond,98060,47.246110416780525,-122.48561833396487,19.65991012198831,8.1,5.179648504566181,TRUE,0.0,650781.5648407232
PROP_00275,1696.1843775511993,2323.203142647312,33,2.0,3.0,2011.0,0.0,3,7.0,0,2,Bellevue,98126,47.67274308665706,-122.49276960631943,9.176184323669187,7.8,,No, ,1101842.7728753134
PROP_00656,1333.7621802617039,19011.207383509798,5,4.0,2.0,1985.0,0.0,4,9.0,0,1,Redmond,98048,47.52693050581186,-121.80108406255182,6.590093456390912,5.4,0.37775785358515623,1,690.2414965933713,639576.3505110841
PROP_00784,1200.4012745165319,3435.666273931338,6,3.0,2.0,,1980.0,4,7.0,0,0,,98149,47.52099968771571,-122.37102787403289,0.7249362101625985,,4.1450787385751156,0,,504104.0772139779
PROP_00854,,18422.070690625125,2,2.5,2.0,1901.0,0.0,5,6.0,0,0,Bellevue,98171,47.528035263755264,-121.50178659055,7.62810832756279,5.2,1.145864742745418,No,788.2300209256957,378709.9735357725
PROP_00759,2553.9900136960723,12228.887971208593,2,2.0,1.0,2021.0,0.0,3,10.0,0,0,Seattle,98186,47.48377068386275,-121.83359584540054,2.3315717552999256,5.5,0.8980304194406477,Yes,0.0,762167.1321464134
PROP_00796,3689.9885366912517,14275.81090440772,4,1.0,2.0,,0.0,2,5.0,0,3,Redmond,98076,47.695041216351,-122.20745089489955,13.443962391638136,7.5,0.587804745526338,TRUE,248.13006214340007,863141.9672511164
PROP_00059,1393.5320868030867,,7,2.0,2.0,2012.0,0.0,4,9.0,0,0,,98191,47.55034937133153,-121.96071104287776,5.782492542430178,7.1,3.7411055416735923,Yes,263.49910086363093,8274170.394453735
PROP_00394,1416.733670930753,8761.727470058577,4,3.5,2.5,2014.0,0.0,4,5.0,0,0,BELLEVUE,98155,47.10552840153867,-122.20972424838038,2.558423794439646,8.5,2.8090024112615213,No,640.6150822990421,569575.4082245752
PROP_00486,1046.511461743481,,3,1.5,1.5,1903.0,0.0,3,7.0,0,3,Bellevue,98101,47.7772570554321,-122.34145150194138,4.858448119250315,8.8,5.172678558177648,Yes,628.2119900410423,459615.94060628186
PROP_00614,3068.1346984880906,,4,2.0,1.0,1978.0,,4,6.0,1,1,Kirkland,98194,47.57055052607292,-121.53026634750435,4.078079889580036,6.4,0.32316064486275686,No,810.8115907216059,730629.0363250307
